SequenceId,Location,ConvId,NextId,CondBool,CondUnit,CondLeader,RequiredActors,ConvictionThreshold,Priority,SpecialAnimation,Interruption,StoryMoment,Speaker,Context,EN,Ori
|Act2|Act2Finale1Aniara3,1,8,9|27,,,,Aniara,,0,,0,None,Act2Boss1,,我手中的这把武器据说能将神明与它的诅咒分离。,This weapon in my hand supposedly can separate a god from its curse.
|Act2|Act2Finale1Aniara3,1,9,10|21|30,,,,Aniara,,0,,0,None,Act2Boss1,,也许是使用不当，也许它本就是个谎言……因为它最终反而杀死了它。,"Perhaps it was misused, or perhaps it was a lie... Since it ended up killing it instead."
|Act2|Act2Finale1Azha2,1,1,2|19,,,,Azha,,0,,0,None,Act2Boss1,,你在这儿做什么？我建议你离开。,What are you doing here? I would advise you to leave.
|Act2|Act2Finale1Azha2,1,10,11,,,,Azha,,0,,0,None,Act2Boss1,,我接受我的责任。,I accept my responsibility.
|Act2|Act2Finale1Azha2,1,11,12,,,,Azha,,0,,0,None,Azha,,那你到底在干什么？快投降吧！,Then what the hell are you doing? Stand down already!
|Act2|Act2Finale1Azha2,1,12,13,,,,Azha,,0,,0,None,Act2Boss1,,恐怕我不能。我任由星辰占据了我，以此惩罚我的罪过。,"I am afraid I cannot. I have let the Star take me, to punish me for my transgression."
|Act2|Act2Finale1Azha2,1,13,14,,,,Azha,,0,,0,None,Azha,,哦，所以你不但自私，还愚蠢。,"Oh so you're not just selfish, you're stupid as well."
|Act2|Act2Finale1Azha2,1,14,15,,,,Azha,,0,,0,None,Azha,,那我就只好做一件我一直想做的事了。,Then I'll just have to do something I've always wanted to do.
|Act2|Act2Finale1Azha2,1,15,16,,,,Azha,,0,,0,None,Azha,,终结你们那被神抛弃的帝国。,Put an end to your godsforsaken Empire.
|Act2|Act2Finale1Azha2,1,16,18|27,,,,Azha,,0,,0,None,Act2Boss1,,随你去做吧。我会从容接受，并庆幸我的女儿不在此处目睹这一切。,Do what you must. I shall accept with grace and be happy my daughter is not here to see it.
|Act2|Act2Finale1Azha2,1,17,8|20,,,,Azha,,2,,0,None,Maia,,……有些人就是不肯让事情过去。,...Some people can't just let things be.
|Act2|Act2Finale1Azha2,1,18,,,,,Azha,,0,,0,None,Maia,,……,...
|Act2|Act2Finale1Azha2,1,19,2,,,,Azha,,1,,0,None,Draco,,<Cat>这家伙看起来状况不太妙。而且这里阿斯特的臭味<i>很浓</i>。,<Cat>This guy's looking a bit worse for where. And the stench of Aster is <i>strong</i> here.
|Act2|Act2Finale1Azha2,1,2,3,,,,Azha,,0,,0,None,Azha,,在你回答我一个问题之前，我哪儿也不去：这里到底发生了什么？,I'm not going anywhere until you answer me one question: what the hell's going on here?
|Act2|Act2Finale1Azha2,1,20,21,,,,Azha,,1,,0,None,Draco,,<Cat>什么？快，问问他那是什么意思。,"<Cat>What? Quick, ask him what he means by that."
|Act2|Act2Finale1Azha2,1,21,22,,,,Azha,,0,,0,None,Draco,,你在说什么？,What're you talkin' about?
|Act2|Act2Finale1Azha2,1,22,23,,,,Azha,,0,,0,None,Act2Boss1,,我手中握着一把能将神明与诅咒斩断的武器。,In my hand lies a weapon that can sever the gods from their curses.
|Act2|Act2Finale1Azha2,1,23,24,,,,Azha,,0,,0,None,Draco,,<Cat>那不可能。,<Cat>That's impossible.
|Act2|Act2Finale1Azha2,1,24,25,,,,Azha,,0,,0,None,Act2Boss1,,但就像从蜜蜂身上拔掉毒刺一样，它似乎……杀死了他。,"But like removing a stinger from a bee, it seems to have... Killed Him."
|Act2|Act2Finale1Azha2,1,25,26,,,,Azha,,0,,0,None,Draco,,<Cat>什么？<i>杀死了？</i>,<Cat>What? <i>Killed?</i>
|Act2|Act2Finale1Azha2,1,26,8,,,,Azha,,0,,0,None,Draco,,<Cat>说也奇怪，我觉得这比解除诅咒更说得通。,"<Cat>In a weird way, I find that more plausible than removing a curse."
|Act2|Act2Finale1Azha2,1,27,28,,,,Azha,,1,,0,None,Draco,,你是个正直的人，真希望我们不必在这种情况下相遇。,"You're an honourable man, wish we didn't have to meet in these circumstances."
|Act2|Act2Finale1Azha2,1,28,18,,,,Azha,,0,,0,None,Azha,,没有正直的皇帝。我们不留俘虏。,There are no honourable emperors. We'll take no prisoners.
|Act2|Act2Finale1Azha2,1,3,4,,,,Azha,,0,,0,None,Azha,,德里瓦斯托<i>和</i>卡登斯都完蛋了，而<i>你</i>到底在哪儿？,"Both Drivasto <i>and</i> Cadens have gone to shit, and where the hell are <i>you</i>?"
|Act2|Act2Finale1Azha2,1,4,5,,,,Azha,,0,,0,None,Azha,,伟大的皇帝难道不该保护他的人民吗？,Shouldn't the great emperor be protecting his people?
|Act2|Act2Finale1Azha2,1,5,6,,,,Azha,,0,,0,None,Azha,,还有，为什么这儿也全是信徒？别告诉我……,And why are there all the cultists here too? Don't tell me...
|Act2|Act2Finale1Azha2,1,6,7,,,,Azha,,0,,0,None,Act2Boss1,,对不起，是我的错。我并不想让事情变成这样。,"I am sorry, it is my fault. I did not mean for it to be this way."
|Act2|Act2Finale1Azha2,1,7,8|17|20,,,,Azha,,0,,0,None,Act2Boss1,,我只是想让群星更近一些，让所有人都能看见。,"I just wanted to bring the Stars closer, for all to see."
|Act2|Act2Finale1Azha2,1,8,9,,,,Azha,,0,,0,None,Azha,,是<i>你</i>干的？你毁了我们两个国家，为了什么？,<i>You</i> did this? You destroyed both our countries and for what?
|Act2|Act2Finale1Azha2,1,9,10,,,,Azha,,0,,0,None,Azha,,某种病态的炫耀权力？你现在满意了吗？,Some sick display of power? Are you happy now?
|Act2|Act2Finale1Cetus5,1,1,2|37|52,,,,Cetus,,0,,0,None,Act2Boss1,,我建议你掉头回去。这里不安全。,I advise you to turn around. It is not safe here.
|Act2|Act2Finale1Cetus5,1,10,11,,,,Cetus,,0,,0,None,Act2Boss1,,这把武器不该握在凡人手中。我们不该妄图染指神明的领域。,This weapon does not belong in the hands of man. We should not tinker in the realm of the divine.
|Act2|Act2Finale1Cetus5,1,11,12,,,,Cetus,,0,,0,None,Cetus,,我不管你怎么想，那东西对我来说值一大笔钱。,"I don't care what you think, that's worth a lot of money to me."
|Act2|Act2Finale1Cetus5,1,12,13|51,,,,Cetus,,0,,0,None,Cetus,,我需要那笔钱离开这个被你慷慨摧毁的穷乡僻壤。,I need that money to get out of this backwater shithole you've so graciously destroyed.
|Act2|Act2Finale1Cetus5,1,13,14|27|39,,,,Cetus,,0,,0,None,Cetus,,把它交出来，我就考虑离开。,Hand it over and I'll consider leaving.
|Act2|Act2Finale1Cetus5,1,14,15|41|57,,,,Cetus,,0,,0,None,Act2Boss1,,不行，我所说的话你一个字都没听进去吗？那会给整个文明带来灾难。,"No, have you not listened to a word I've said? That could spell disaster for all civilization."
|Act2|Act2Finale1Cetus5,1,15,16|28,,,,Cetus,,0,,0,None,Cetus,,我才不管什么文明！,I don't give a rat's arse about civilization!
|Act2|Act2Finale1Cetus5,1,16,18|29,,,,Cetus,,0,,0,None,Act2Boss1,,……无所谓了。星尘很快就会占据我，届时一切将脱离我的掌控。,...No matter. The Stardust will soon take me over and things will be out of my control.
|Act2|Act2Finale1Cetus5,1,17,19|42,,,,Cetus,,0,,0,None,Cetus,,你跟所有王族一个样——从不担责任。,You're just like all royals- never taking responsibility.
|Act2|Act2Finale1Cetus5,1,18,17,,,,Cetus,,0,,0,None,Cetus,,对你来说可真方便。,How convenient for you.
|Act2|Act2Finale1Cetus5,1,19,20|32|43|58,,,,Cetus,,0,,0,None,Act2Boss1,,这<i>就是</i>我的赎罪。若你执意留下，那你就必须阻止我。,"This <i>is</i> my atonement. If you remain, then you must stop me."
|Act2|Act2Finale1Cetus5,1,2,3|21|47|53,,,,Cetus,,0,,0,None,Cetus,,哦糟了，是皇帝！,"Oh shit, it's the Emperor!"
|Act2|Act2Finale1Cetus5,1,20,,,,,Cetus,,0,,0,None,Cetus,,行吧，再多死一个贵族又怎样？放马过来。,"Fine, what's another dead noble? Bring it on."
|Act2|Act2Finale1Cetus5,1,21,3,,,,Cetus,,1,,0,None,Vega,,很遗憾，我不会掉头，我正在进行调查。,"Unfortunately I will not turn around, I am conducting an investigation."
|Act2|Act2Finale1Cetus5,1,22,4,,,,Cetus,,1,,0,None,Vega,,看来星尘已经吞噬了德里瓦斯托<i>和</i>卡登斯。,So it seems the Stardust has taken both Drivasto <i>and</i> Cadens.
|Act2|Act2Finale1Cetus5,1,23,7|48,,,,Cetus,,2,,0,None,Vega,,一位神？,A god?
|Act2|Act2Finale1Cetus5,1,24,9,,,,Cetus,,1,,0,None,Vega,,星尘源自一位……死去的？神？,The Stardust emanates from a... Dead god?
|Act2|Act2Finale1Cetus5,1,25,26,,,,Cetus,,1,,0,None,Vega,,你因此才在这儿？为了取一把能弑神的武器？,That's why you are here? To fetch a weapon that can slay gods?
|Act2|Act2Finale1Cetus5,1,26,10|56,,,,Cetus,,0,,0,None,Cetus,,我不知道它还能干这个！,I didn't know it could do that!
|Act2|Act2Finale1Cetus5,1,27,14,,,,Cetus,,1,,0,None,Vega,,等等，我还有几个问题要问。,"Hold on, I still have some questions to ask."
|Act2|Act2Finale1Cetus5,1,28,16,,,,Cetus,,1,,0,None,Vega,,没人在听我说话吗？,Is nobody listening to me?
|Act2|Act2Finale1Cetus5,1,29,30,,,,Cetus,,0,,0,None,Vega,,拜托，回答我的问题！你是如何被侵蚀的？,"Please, answer my question! How did you become afflicted?"
|Act2|Act2Finale1Cetus5,1,3,4|22,,,,Cetus,,0,,0,None,Act2Boss1,,求你了。星尘正在蔓延。它会吞噬你，就像吞噬了我一样。,"Please. The Stardust spreads. It will take you, as it has taken me."
|Act2|Act2Finale1Cetus5,1,30,31,,,,Cetus,,0,,0,None,Act2Boss1,,我……任由它占据了我。我必须为我的罪孽赎罪。,I... Let it take me over. I must atone for my sins.
|Act2|Act2Finale1Cetus5,1,31,18,,,,Cetus,,0,,0,None,Vega,,你是<i>任由</i>它占据的？,You <i>let</i> it?
|Act2|Act2Finale1Cetus5,1,32,33,,,,Cetus,,1,,0,None,Vega,,好吧，那显然是做出了选择。如果你拒绝让它占据你呢？,"Well, surely a choice has been made. What if you refused to let it take you?"
|Act2|Act2Finale1Cetus5,1,33,34,,,,Cetus,,0,,0,None,Act2Boss1,,那它就会强行占据我，很可能就此夺走我的性命。,"Then it would have taken me by force, most likely ending my life."
|Act2|Act2Finale1Cetus5,1,34,35,,,,Cetus,,0,,0,VegaFiguresItOut,Vega,,确实……我想我可能弄明白了些什么。,Indeed... I think I might have figured something out.
|Act2|Act2Finale1Cetus5,1,35,36,,,,Cetus,,0,,0,None,Cetus,,别说了，我快没耐心了。,"Stop talking, I'm losing my patience."
|Act2|Act2Finale1Cetus5,1,36,,,,,Cetus,,0,,0,None,Cetus,,他想让自己的帝国灭亡？我很乐意补上这致命一击。<Conviction+1>,He wants his Empire to die? I'll gladly land the killing blow.<Conviction+1>
|Act2|Act2Finale1Cetus5,1,37,2,,,,Cetus,,1,,0,None,Azha,,在你为这桩暴行付出代价之前，我不会离开！,I won't leave until you've answered for this atrocity!
|Act2|Act2Finale1Cetus5,1,38,24|9,,,,Cetus,,2,,0,None,Azha,,所以终究是<i>你</i>干的？我就知道是帝国在背后搞鬼。他们一向如此。,So <i>you</i> did this after all? I knew the Empire was behind this. They always are.
|Act2|Act2Finale1Cetus5,1,39,40,,,,Cetus,,2,,0,None,Azha,,别跟暴君讲道理。他无法承受新得的力量，那就让他与之同亡。,"Don't try to argue with a despot. He couldn't live with his newfound power, so he'll die with it."
|Act2|Act2Finale1Cetus5,1,4,5,,,,Cetus,,0,,0,None,Cetus,,哇，所以这<i>整</i>个地方都完蛋了。这到底是怎么发生的？,"Wow, so this <i>whole</i> place has gone to shit. How did that even happen?"
|Act2|Act2Finale1Cetus5,1,40,27,,,,Cetus,,0,,0,None,Azha,,这样只要他活着，就没人能挑战他。真典型。,That way no one else can challenge him while he lives. Typical.
|Act2|Act2Finale1Cetus5,1,41,15,,,,Cetus,,1,,0,None,Azha,,那根本不是你的责任！,That's none of your responsibility!
|Act2|Act2Finale1Cetus5,1,42,19,,,,Cetus,,1,,0,None,Azha,,正是如此。这男人起码该落得个头颅挂矛的下场。,Exactly. The least this man deserves is a head on a pike.
|Act2|Act2Finale1Cetus5,1,43,44,,,,Cetus,,2,,0,None,Azha,,这话才中听。,Now you're speaking my language.
|Act2|Act2Finale1Cetus5,1,44,45|35,,,,Cetus,,0,,0,None,Azha,,我将斩杀你，临终念着祖国，心中怀着她的魂魄。,I will slay you with my country on my breath and her spirit in my heart.
|Act2|Act2Finale1Cetus5,1,45,46,,,,Cetus,,1,,0,None,Vega,,该死！你在破坏我迄今最有价值的研究。,Damn it all! You're sabotaging my most valuable research yet.
|Act2|Act2Finale1Cetus5,1,46,,,,,Cetus,,0,,0,None,Vega,,……若我只会夺人性命，又怎能拯救生命？<Conviction-2>,...How can I save lives when all I do is take them?<Conviction-2>
|Act2|Act2Finale1Cetus5,1,47,21|3,,,,Cetus,,2,,0,None,Draco,,咱们这队伍可真有价值，嗯？,"Some valuable company we got here, eh?"
|Act2|Act2Finale1Cetus5,1,48,7,,,,Cetus,,1,,0,None,Draco,,<Cat>什么？你做不到的，那不可能。,"<Cat>What? You can't do that, it's impossible."
|Act2|Act2Finale1Cetus5,1,49,9|24|38,,,,Cetus,,3,,0,None,Draco,,<Cat>什么？阿斯特死了？……说也奇怪，我猜这比解除他的诅咒更有可能。,<Cat>What? Aster's dead? ...In a weird way I guess that's more likely than removing his curse.
|Act2|Act2Finale1Cetus5,1,5,6,,,,Cetus,,0,,0,None,Act2Boss1,,若你离开并承诺传播这个警示故事，我就告诉你。,I will tell you if you leave and promise to spread this cautionary tale.
|Act2|Act2Finale1Cetus5,1,50,25|10,,,,Cetus,,2,,0,None,Draco,,哇，你的目标竟然是<i>皇帝</i>？那契约肯定不简单。,"Wow, your mark was the <i>Emperor?</i> Must've been quite the contract."
|Act2|Act2Finale1Cetus5,1,51,13,,,,Cetus,,1,,0,None,Draco,,这就对了，朋友。,"That's the spirit, friend."
|Act2|Act2Finale1Cetus5,1,52,37|2,,,,Cetus,,2,,0,None,Aniara,,我可不是谁都能让我背弃的，amore mio。,"I don't turn my back to just anyone, amore mio."
|Act2|Act2Finale1Cetus5,1,53,47|21|3,,,,Cetus,,3,,0,None,Aniara,,哦？,Oh?
|Act2|Act2Finale1Cetus5,1,54,8,,,,Cetus,,1,,0,None,Aniara,,哦嚯，又一个染指奥术的家伙。神明难道不令人如此沉醉吗？,"Oho, another one who meddles in the arcane. Aren't the gods just so intoxicating?"
|Act2|Act2Finale1Cetus5,1,55,9|49|38|24,,,,Cetus,,4,,0,None,Aniara,,……有意思。,...Interesting.
|Act2|Act2Finale1Cetus5,1,56,10,,,,Cetus,,1,,0,None,Aniara,,好吧，现在看来它更有价值了。,"Well, it seems all the more valuable now."
|Act2|Act2Finale1Cetus5,1,57,41|15,,,,Cetus,,2,,0,None,Aniara,,那是坏事吗？,That is a bad thing?
|Act2|Act2Finale1Cetus5,1,58,59,,,,Cetus,,3,,0,None,Aniara,,我不会拒绝挑战。,I will not deny a challenge.
|Act2|Act2Finale1Cetus5,1,59,43|45|35,,,,Cetus,,0,,0,None,Aniara,,来吧，让我见识星辰的力量，我就让你见识血的力量。,"Come, show me the power of the stars and I will show you the power of blood."
|Act2|Act2Finale1Cetus5,1,6,7|23|48,,,,Cetus,,0,,0,None,Act2Boss1,,你看，我手中的这把武器据说能将神明从诅咒中解放。,"You see, this weapon in my hand supposedly can unshackle a god from their curse."
|Act2|Act2Finale1Cetus5,1,7,8|54,,,,Cetus,,0,,0,None,Act2Boss1,,我本想用它让星辰更近，与所有人分享他的力量。,"I wanted to use it to bring the Star closer, to share His power with all."
|Act2|Act2Finale1Cetus5,1,8,9|24|38|49|55,,,,Cetus,,0,,0,None,Act2Boss1,,结果它似乎……反而杀死了他。,It seems to have... Killed Him instead.
|Act2|Act2Finale1Cetus5,1,9,10|25|50,,,,Cetus,,0,,0,None,Cetus,,等等，那是……斯特里克斯？那是我的契约！我需要它！,"Wait, is that... Stryx? That's my contract! I need that!"
|Act2|Act2Finale1Draco1,1,1,2,,,,Draco,,0,,0,None,Act2Boss1,,你，现在回头。这里不安全。,"You, turn back now. It is not safe here."
|Act2|Act2Finale1Draco1,1,10,11,,,,Draco,,0,,0,None,Draco,,还有一件事。,"One more thing."
|Act2|Act2Finale1Draco1,1,11,12,,,,Draco,,0,,0,None,Draco,,那么，神圣的皇帝，你知道星尘是怎么回事吗？就是好奇。,"So, holy emperor, do you know what's up with the Stardust? Just curious."
|Act2|Act2Finale1Draco1,1,12,13,,,,Draco,,0,,0,None,Draco,,<Cat>哦不，我们要……<i>卷入</i>其中了？,"<Cat>Uh oh, getting... <i>Involved</i>, are we?"
|Act2|Act2Finale1Draco1,1,13,14,,,,Draco,,0,,0,None,Act2Boss1,,我……帮助高天穹把它带来了这里。现在无所谓了，我们无能为力。,"I... Helped the Firmament bring it here. No matter now, there's nothing we can do."
|Act2|Act2Finale1Draco1,1,14,15,,,,Draco,,0,,0,None,Draco,,无能为力？,"Nothin'?"
|Act2|Act2Finale1Draco1,1,15,16,,,,Draco,,0,,0,None,Act2Boss1,,你如何能杀死一个已经死去的东西？,"How can you kill something that is already dead?"
|Act2|Act2Finale1Draco1,1,16,17,,,,Draco,,0,,0,None,Draco,,<Cat>死了？,"<Cat>Dead?"
|Act2|Act2Finale1Draco1,1,17,19,,,,Draco,,0,,0,None,Draco,,所以你连阻止它蔓延都不打算试？,"So you're not even tryin' to stop it from spreading?"
|Act2|Act2Finale1Draco1,1,18,20,,,,Draco,,0,,0,None,Act2Boss1,,我……不确定你能怎么做。,"I am... Not sure how you can."
|Act2|Act2Finale1Draco1,1,19,18,,,,Draco,,0,,0,None,Draco,,<Cat>他说阿斯特死了，你可不能就这么略过去！,"<Cat>You can't gloss over him saying Aster is dead!"
|Act2|Act2Finale1Draco1,1,2,3,,,,Draco,,0,,0,None,Draco,,瞧瞧谁在这儿大权在握。想不想打个小赌？,"Look who's large and in charge. Want to make a little wager?"
|Act2|Act2Finale1Draco1,1,20,21,,,,Draco,,0,,0,None,Draco,,好吧，把自己变成他们那样也帮不上忙，对吧？,"Well turnin' yourself into one of them isn't gonna help, is it?"
|Act2|Act2Finale1Draco1,1,21,22,,,,Draco,,0,,0,None,Draco,,<Cat>别帮他了，听我说！我命令你！,"<Cat>Stop helping out and listen to me! I command you!"
|Act2|Act2Finale1Draco1,1,22,23|25,,,,Draco,,0,,0,None,Draco,,不，我受够被人指手画脚了。我受够了所有人都否定我想要的东西。<Conviction-2>,"No, I'm tired of being told what to do. I'm tired of everyone rejecting what I want.<Conviction-2>"
|Act2|Act2Finale1Draco1,1,23,24,,8,,Draco,,1,,0,None,Draco,,我得给这姑娘做个好榜样。人总得时不时为自己挺身而出。,"I gotta be a good example for the girl here. Gotta stand up for yourself from time to time."
|Act2|Act2Finale1Draco1,1,24,25,,,,Draco,,0,,0,None,Maia,,我……<Conviction-1>,"I...<Conviction-1>"
|Act2|Act2Finale1Draco1,1,25,26,,,,Draco,,0,,0,None,Draco,,我都走到这一步了，不如继续下去。,"I've gotten this far, might as well keep going."
|Act2|Act2Finale1Draco1,1,26,27,,,,Draco,,0,,0,None,Draco,,<Cat>行吧，你想干嘛就干嘛。<Conviction-6>,"<Cat>Fine, do whatever you want.<Conviction-6>"
|Act2|Act2Finale1Draco1,1,27,,,,,Draco,,0,,0,DracoGetsNoble,Act2Boss1,,那就这样吧。对我接下来要做的事，我很抱歉。,"So be it. I am sorry for what I am about to do."
|Act2|Act2Finale1Draco1,1,3,4,,,,Draco,,0,,0,None,Act2Boss1,,不行。请离开，我求你了。我已任由星尘占据了我，别让它占据你们。,"No. Please leave, I am begging you. I have let the Stardust take me, do not let it take you."
|Act2|Act2Finale1Draco1,1,4,5,,,,Draco,,0,,0,None,Draco,,<Cat>他<i>任由</i>它占据了自己？那是什么意思？,"<Cat>He <i>let</i> it take him? What does he mean by that?"
|Act2|Act2Finale1Draco1,1,5,6,,,,Draco,,0,,0,None,Draco,,那是什么意思，大个子？,"What do you mean by that, big man?"
|Act2|Act2Finale1Draco1,1,6,7,,,,Draco,,0,,0,None,Act2Boss1,,这不关你的事，我在为我的罪孽赎罪。,"It is none of your business, I am atoning for my sins."
|Act2|Act2Finale1Draco1,1,7,8|9,,,,Draco,,0,,0,None,Draco,,要是所有皇帝都这样就好了，嗯？,"If only all emperors acted like that, eh?"
|Act2|Act2Finale1Draco1,1,8,10,,,,Draco,,0,,0,None,Draco,,<Cat>那……我们该走了吧？,"<Cat>So... We should take our leave then?"
|Act2|Act2Finale1Draco1,1,9,10,,,,Draco,,1,,0,None,Maia,,……我们要走了吗？,"...Are we leaving?"
|Act2|Act2Finale1Lyra7,1,1,2|54,,,,Lyra,,0,,0,None,Lyra,,爸爸？爸爸！我在这儿！我赶到了！,Dad? Dad! I'm here! I made it!
|Act2|Act2Finale1Lyra7,1,10,11|48|57,,,,Lyra,,0,,0,None,Act2Boss1,,王座和坐拥它的暴君，都不再被需要。帝国属于它的人民。,There is ill need for a throne or a despot to fill its seat. The Empire belongs to its people.
|Act2|Act2Finale1Lyra7,1,11,12|19|29|41|62,,,,Lyra,,0,,0,None,Act2Boss1,,……但当你试图扭曲现实的法则时，就得向它偿付沉重的代价。,...But you pay a heavy debt to reality when you try to twist its rules.
|Act2|Act2Finale1Lyra7,1,12,13,,,,Lyra,,0,,0,None,Lyra,,不、不会的，还来得及！我原谅你，你的人民也会原谅你。我们只要收拾好这烂摊子就行。就这样。,"N-no, it's still okay! I forgive you, your people will forgive you. Let's just clean up this mess. That's all."
|Act2|Act2Finale1Lyra7,1,13,14|24,,,,Lyra,,0,,0,None,Act2Boss1,,对不起，我已任由它占据了我。我犯下了大错，为此我将付出代价。,"I am sorry, I have let it take me. I have made a grave mistake, and for that I will pay."
|Act2|Act2Finale1Lyra7,1,14,15,,,,Lyra,,0,,0,None,Lyra,,不，爸爸，求你了！留在我们身边！留在我身边……,"No, dad, please! Stay with us! Stay with me..."
|Act2|Act2Finale1Lyra7,1,15,16,,,,Lyra,,0,,0,None,Act2Boss1,,恐怕已经太迟了。它会占据我，最终也会占据你们所有人。,"I am afraid it might be too late. It will take me, and all of you eventually."
|Act2|Act2Finale1Lyra7,1,16,17|33|58,,,,Lyra,,0,,0,None,Act2Boss1,,我恳求你们设法阻止它蔓延。我恳求你们设法阻止……我。,I implore you to try to stop its spread. I implore you to try to stop... Me.
|Act2|Act2Finale1Lyra7,1,17,25|43|53|65,,,,Lyra,,0,,0,None,Lyra,,别逼我这么做！别把这责任推给我！<Conviction-2>,Don't make me do this! Don't give me this responsibility!<Conviction-2>
|Act2|Act2Finale1Lyra7,1,18,10,,,,Lyra,,4,,0,None,Vega,,所以这是由某种魔法引起的？为了什么目的？,So this was brought on by some sort of magic? For what purpose?
|Act2|Act2Finale1Lyra7,1,19,20,,,,Lyra,,5,,0,None,Vega,,你无法扭曲现实的法则！那根本不可能！,You cannot twist the rules of reality! It is simply not possible!
|Act2|Act2Finale1Lyra7,1,2,3|36|44,,,,Lyra,,0,,0,None,Act2Boss1,,……莱拉？你怎么会在这儿？,...Lyra? What are you doing here?
|Act2|Act2Finale1Lyra7,1,20,21|42|63,,,,Lyra,,0,,0,None,Act2Boss1,,我手中这把武器，能将诸神从束缚他们的诅咒中解放。,"This weapon I have in my hand, it can unshackle the very gods from the curses which hold them back."
|Act2|Act2Finale1Lyra7,1,21,22|30|23|49|64,,,,Lyra,,0,,0,None,Act2Boss1,,但就像把毒刺从蜜蜂身上分离一样，它似乎……杀死了他。,"But like separating a stinger from a bee, it seems to have... Killed Him."
|Act2|Act2Finale1Lyra7,1,22,23,,,,Lyra,,1,,0,None,Vega,,一位死去的？神？荒谬！,A dead god? Preposterous!
|Act2|Act2Finale1Lyra7,1,23,13,,,,Lyra,,0,,0,None,Lyra,,我不在乎你做了什么！我们还能补救！,I don't care what you've done! We can still fix this!
|Act2|Act2Finale1Lyra7,1,24,14,,,,Lyra,,1,,0,None,Vega,,你任由它占据了你？嗯……,You let it take you? Hm...
|Act2|Act2Finale1Lyra7,1,25,26,,,,Lyra,,3,,0,None,Vega,,对不起，殿下。若他所言属实，那他已经不在了。,"I am sorry, your grace. If what he says is true, then he is already gone."
|Act2|Act2Finale1Lyra7,1,26,43|59,,,,Lyra,,0,,0,None,Vega,,很遗憾，我们得切除这受感染的肢体，可以这么说。恐怕你必须做好心理准备。,"Unfortunately we must amputate the infected limb, so to speak. I am afraid you must steel your mind."
|Act2|Act2Finale1Lyra7,1,27,8|55,,,,Lyra,,1,,0,None,Sol,,所以他承认了。,SO HE ADMITS TO IT.
|Act2|Act2Finale1Lyra7,1,28,10,,,,Lyra,,1,,0,None,Sol,,那是亵渎。你毫无理由做出这种事。,THAT IS BLASPHEMY. YOU HAVE NO REASON TO DO SUCH A THING.
|Act2|Act2Finale1Lyra7,1,29,20,,,,Lyra,,3,,0,None,Sol,,你做了什么？,WHAT DID YOU DO?
|Act2|Act2Finale1Lyra7,1,3,4,,,,Lyra,,0,,0,None,Lyra,,你什么意思？我回来就是为了我们一起解决这个问题。,What do you mean? I've returned so we can fix this problem together.
|Act2|Act2Finale1Lyra7,1,30,31,,,,Lyra,,3,,0,None,Sol,,你犯下了对抗现实本身的罪行。,YOU HAVE COMMITTED CRIMES AGAINST THE VERY FABRIC OF REALITY.
|Act2|Act2Finale1Lyra7,1,31,32,,,,Lyra,,0,,0,None,Sol,,但更重要的是，你阻止了我实现我的目标。,"BUT MORE IMPORTANTLY, YOU HAVE STOPPED ME FROM REALIZING MY GOAL."
|Act2|Act2Finale1Lyra7,1,32,23|49,,,,Lyra,,0,,0,None,Act2Boss1,,这就是为什么我们绝不能任由这把武器落入你手中，海伯利安人。,"That is why we could not have let this weapon fall into your hands, Hyperion."
|Act2|Act2Finale1Lyra7,1,33,34,,,,Lyra,,1,,0,None,Sol,,你必须为你的罪行而死。,YOU MUST DIE FOR YOUR CRIMES.
|Act2|Act2Finale1Lyra7,1,34,25|35,,,,Lyra,,0,,0,None,Lyra,,各位！住手！求你们了！<Conviction-2>,Everyone! Stop! Please!<Conviction-2>
|Act2|Act2Finale1Lyra7,1,35,43|59,,,,Lyra,,0,,0,None,Sol,,不。我必须完成我的使命。圣战绝不能就此停下。,NO. I MUST COMPLETE MY MISSION. THE CRUSADE CANNOT STOP NOW.
|Act2|Act2Finale1Lyra7,1,36,3,,,,Lyra,,2,,0,None,Cetus,,呃哦。,Uh oh.
|Act2|Act2Finale1Lyra7,1,37,7,,,,Lyra,,2,,0,None,Cetus,,苍天在上，这事果然跟你脱不了干系。皇帝啊，还有他们那些破计划。,"Stars above, of course you had something to do with this. Emperors and their plans, man."
|Act2|Act2Finale1Lyra7,1,38,39,,,,Lyra,,3,,0,None,Cetus,,放屁！你就是想让自己更强，好更狠地压榨别人。,Bullshit! You were just trying to make yourself more powerful to subjugate harder.
|Act2|Act2Finale1Lyra7,1,39,40,,,,Lyra,,0,,0,None,Cetus,,不然你干嘛让我的人生变成这样？<i>我</i>的道歉呢？<Conviction+1>,Otherwise why else would you let my life be like this? Where's <i>my</i> apology?<Conviction+1>
|Act2|Act2Finale1Lyra7,1,4,5,,,,Lyra,,0,,0,None,Act2Boss1,,亲爱的……你不该回来的。我送你出去，自有我的道理。,My dear... You should not have returned. I sent you out for a reason.
|Act2|Act2Finale1Lyra7,1,40,10,,,,Lyra,,0,,0,None,Act2Boss1,,我早知道世人会那样看待，所以我才秘而不宣。为此我也很抱歉。,"I knew people would see it like that, so I kept it secret. I am sorry for that too."
